Transaction ID,Subscription ID,Transaction Type,Transaction Status,Escrow Status,Created Datetime,Created Timezone,Settlement Date,Disbursement Date,Merchant Account,Currency ISO Code,Amount Authorized,Amount Submitted For Settlement,Service Fee,Tax Amount,Tax Exempt,Purchase Order Number,Order ID,Descriptor Name,Descriptor Phone,Descriptor URL,Refunded Transaction ID,Payment Instrument Type,Card Type,Cardholder Name,First Six of Credit Card,Last Four of Credit Card,Credit Card Number,Expiration Date,Credit Card Customer Location,Customer ID,Payment Method Token,Credit Card Unique Identifier,Customer First Name,Customer Last Name,Customer Company,Customer Email,Customer Phone,Customer Fax,Customer Website,Billing Address ID,Billing First Name,Billing Last Name,Billing Company,Billing Street Address,Billing Extended Address,Billing City (Locality),Billing State/Province (Region),Billing Postal Code,Billing Country,Shipping Address ID,Shipping First Name,Shipping Last Name,Shipping Company,Shipping Street Address,Shipping Extended Address,Shipping City (Locality),Shipping State/Province (Region),Shipping Postal Code,Shipping Country,User,IP Address,Creating Using Token,Transaction Source,Authorization Code,Processor Response Code,Processor Response Text,Gateway Rejection Reason,Postal Code Response Code,Street Address Response Code,AVS Response Text,CVV Response Code,CVV Response Text,Settlement Amount,Settlement Currency ISO Code,Settlement Currency Exchange Rate,Settlement Base Currency Exchange Rate,Settlement Batch ID,Fraud Detected,Disputed Date,Authorized Transaction ID,Country of Issuance,Issuing Bank,Durbin Regulated,Commercial,Prepaid,Payroll,Healthcare,Affluent Category,Debit,Product ID,3DS - Status,3DS - PARes Status,3DS - ECI Flag,3DS - CAVV,3DS - Signature Verification,3DS - Version,3DS - XID,3DS - DS Transaction ID,3DS - Challenge Requested,3DS - Exemption Requested,3DS - SCA Exemption Type,3DS - Merchant Requested SCA exemption,PayPal Payer Email,PayPal Payment ID,PayPal Authorization ID,PayPal Debug ID,PayPal Capture ID,PayPal Refund ID,PayPal Custom Field,PayPal Payer ID,PayPal Payer First Name,PayPal Payer Last Name,PayPal Seller Protection Status,PayPal Transaction Fee Amount,PayPal Transaction Fee Currency ISO Code,PayPal Refund From Transaction Fee Amount,PayPal Refund From Transaction Fee Currency ISO Code,PayPal Payee Email,PayPal Payee ID,Apple Pay Card Last Four,Apple Pay Card Expiration Month,Apple Pay Card Expiration Year,Apple Pay Cardholder Name,Android Pay Source Card Last Four,Android Pay Source Card Type,Source Card Last Four,Acquirer Reference Number,Venmo Username
r3vv648t,,sale,settled,,08/26/2021 13:29:32,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,JQPBW9,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
0z93stmw,,sale,settled,,08/26/2021 13:29:34,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,BKFY7L,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
18c22xk7,,sale,settled,,08/26/2021 13:29:25,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,0X6HFM,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
1cga17nc,,sale,settled,,08/26/2021 13:29:50,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,19S4C2,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
1ezn6m3f,,sale,settled,,08/26/2021 13:29:57,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,WRSYNV,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
23mwy6e8,,sale,settled,,08/26/2021 13:29:17,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,W2Z63N,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
2qfp99z0,,sale,settled,,08/26/2021 13:29:45,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,Y9G786,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
3c4y0w9s,,sale,settled,,08/26/2021 13:29:36,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,P5Q0H1,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
54bggbkx,,sale,settled,,08/26/2021 13:29:49,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,59S3YB,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
5yswz5mx,,sale,settled,,08/26/2021 13:29:06,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,NV5P0K,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
6vqmkc40,,sale,settled,,08/26/2021 13:29:30,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,28RDM3,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
7vz5sdv7,,sale,settled,,08/26/2021 13:29:59,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,W2KH64,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
9yxkaxqr,,sale,settled,,08/26/2021 13:29:14,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,Z5RB6F,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
bjzxw2zq,,sale,settled,,08/26/2021 13:29:02,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,7KWML4,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
bq45td1w,,sale,settled,,08/26/2021 13:29:23,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,4XZ8YN,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
bskgzsfz,,sale,settled,,08/26/2021 13:29:55,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,0CLKR1,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
cayz5gjm,,sale,settled,,08/26/2021 13:29:47,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,61LKZF,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
cbsdhzcn,,sale,settled,,08/26/2021 13:29:09,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,0JG76Z,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
d5dbmakm,,sale,settled,,08/26/2021 13:29:07,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,4TBXZH,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
e6fb6v4w,,sale,settled,,08/26/2021 13:29:55,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,D80LN4,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
fk3m7v2j,,sale,settled,,08/26/2021 13:29:03,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,JYCQR3,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
hz502dxe,,sale,settled,,08/26/2021 13:29:14,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,B431KQ,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
kckqfwn5,,sale,settled,,08/26/2021 13:29:40,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,4LYX3Q,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
mcv8nycc,,sale,settled,,08/26/2021 13:29:05,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,0WB53J,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
n4t9zbz9,,sale,settled,,08/26/2021 13:29:43,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,7CB1GZ,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
p2jg018d,,sale,settled,,08/26/2021 13:29:29,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,7STPXR,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
qqf8xnad,,sale,settled,,08/26/2021 13:29:21,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,G3KXMQ,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_fh1k3ad2,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
1706mjw0,,sale,settled,,08/26/2021 13:29:11,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,15KJPF,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
1b4ejwy5,,sale,settled,,08/26/2021 13:29:03,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,XPNG8Z,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
29q3011a,,sale,settled,,08/26/2021 13:29:27,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,W9B82G,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
2p3ttz7s,,sale,settled,,08/26/2021 13:29:51,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,W70DQT,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
49bpznnq,,sale,settled,,08/26/2021 13:29:53,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,CG2P0D,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
4gsrfv00,,sale,settled,,08/26/2021 13:29:01,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,7GJYFZ,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
4r7t00a9,,sale,settled,,08/26/2021 13:29:42,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,CP6RTM,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
5p000nkd,,sale,settled,,08/26/2021 13:29:20,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,S6GL20,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
60qv2p5t,,sale,settled,,08/26/2021 13:29:13,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,KX2RSC,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
7r3z5pnx,,sale,settled,,08/26/2021 13:29:05,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,40TN9W,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_d72wd5gv,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
